TravelCode,UserID,Departure,Arrival,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalBedrooms,TotalPricePerNight,Amenities,StayingDays,TotalCost,CheckOut,CheckIn
124632,1231,Pune,Srinagar,Hotel Samar,3,Deluxe,5408,1,2,1,5408,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,32448,25-03-2020,19-03-2020
124633,1231,Ludhiana,Raigarh,Hotel Shreshtha,3,Suite,7426,3,3,3,22278,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,133668,01-04-2020,26-03-2020
124639,1231,Varanasi,Dehradun,Hotel Padmini Palace,3,Suite,5607,1,1,1,5607,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,33642,13-05-2020,07-05-2020
124648,1231,Gwalior,Kolkata,Howard Johnson by Wyndham Kolkata,4,Suite,9628,1,2,1,9628,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",3,28884,12-07-2020,09-07-2020
124649,1231,Puducherry,Hisar,Hotel City Heart,1,Executive,1422,3,2,3,4266,"['Wi-Fi', 'Parking', 'Housekeeping']",1,4266,17-07-2020,16-07-2020
124654,1231,Ludhiana,Shillong,Hotel Centre Point,3,Deluxe,4032,1,0,1,4032,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",6,24192,26-08-2020,20-08-2020
124657,1231,Guwahati,Patna,Hotel Savera,3,Suite,6561,1,1,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,32805,15-10-2020,10-10-2020
124664,1231,Ahmedabad,Bhubaneswar,Hotel Pushpak,3,Executive,5429,2,2,2,10858,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",7,76006,06-11-2020,30-10-2020
124669,1231,Coimbatore,Visakhapatnam,Supine Comfort,2,Executive,3266,2,1,2,6532,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,32660,08-12-2020,03-12-2020
124671,1231,Puducherry,Tirupati,Marasa Sarovar Premiere,5,Deluxe,9771,1,1,1,9771,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",6,58626,23-12-2020,17-12-2020
124675,1231,Chennai,Ludhiana,Hyatt Regency Ludhiana,5,Deluxe,8877,1,2,1,8877,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,17754,16-01-2021,14-01-2021
124678,1231,Ludhiana,Varanasi,Hotel Madin,4,Suite,8900,2,1,2,17800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",7,124600,11-02-2021,04-02-2021
124680,1231,Khowai,Bhopal,The Residency,4,Deluxe,6370,4,3,4,25480,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,178360,25-02-2021,18-02-2021
124685,1231,Guwahati,Hisar,Hotel Midtown Grand,2,Executive,2960,4,1,3,8880,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,17760,27-03-2021,25-03-2021
124690,1231,Dabolim,Varanasi,Rivatas by Ideal,4,Deluxe,5971,1,1,1,5971,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,23884,03-05-2021,29-04-2021
124692,1231,Bhubaneswar,Surat,Hotel Sifat International,3,Deluxe,4609,1,0,1,4609,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,13827,16-05-2021,13-05-2021
124699,1231,Ayodhya,Dabolim,Devasthali - The Valley of Gods,3,Suite,4548,1,2,1,4548,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",1,4548,02-07-2021,01-07-2021
124700,1231,Dabolim,Tirupati,Ramee Guestline Hotel,4,Executive,7830,1,2,1,7830,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",2,15660,10-07-2021,08-07-2021
124703,1231,Udaipur,Tirupati,Hotel Bliss,4,Suite,7542,3,0,2,15084,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",5,75420,03-08-2021,29-07-2021
124706,1231,Shillong,Ahmedabad,Fortune Landmark,4,Executive,6690,3,1,2,13380,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,53520,23-08-2021,19-08-2021
124707,1231,Bhopal,Hyderabad,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,5,Suite,15110,2,3,2,30220,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",5,151100,31-08-2021,26-08-2021
124710,1231,Tirupati,Ludhiana,Regenta Central Klassik,4,Deluxe,6927,1,2,1,6927,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,20781,20-09-2021,17-09-2021
124711,1231,Khowai,Ahmedabad,The Leela Gandhinagar,5,Suite,12885,3,0,2,25770,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,25770,24-09-2021,23-09-2021
124713,1231,Nashik,Puducherry,Hotel Atithi,3,Suite,6711,4,2,3,20133,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",2,40266,09-10-2021,07-10-2021
124717,1231,Tirupati,Raigarh,Hotel Ans International,2,Deluxe,3087,3,1,2,6174,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,6174,05-11-2021,04-11-2021
124722,1231,Mysuru,Itanagar,Hotel SC Continental,3,Deluxe,5009,1,0,1,5009,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",4,20036,13-12-2021,09-12-2021
124724,1231,Jaipur,Tirupati,Hotel Bhimas Paradise,3,Suite,7329,4,1,3,21987,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,131922,29-12-2021,23-12-2021
124727,1231,Mumbai,Itanagar,Hotel Todo Itanagar,3,Executive,5456,4,0,2,10912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,32736,16-01-2022,13-01-2022
124728,1231,Ayodhya,Visakhapatnam,Royal Fort Hotel,3,Suite,5816,2,3,2,11632,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",5,58160,25-01-2022,20-01-2022
124729,1231,Bengaluru,Gangtok,"Lemon Tree Hotel, Gangtok",3,Suite,6436,4,2,3,19308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",3,57924,31-01-2022,28-01-2022
124739,1231,Shillong,Gangtok,Hotel Sonam Delek,3,Executive,3917,2,0,1,3917,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,7834,09-04-2022,07-04-2022
124742,1231,Prayagraj,Dehradun,The Hotel JS Souvenir,3,Suite,7320,2,0,1,7320,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,29280,02-05-2022,28-04-2022
124747,1231,Udaipur,Kolkata,Regenta Inn Larica,3,Executive,6479,3,3,3,19437,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",7,136059,09-07-2022,02-07-2022
124750,1231,Khowai,Ranchi,Hotel The Raso,4,Executive,8600,1,1,1,8600,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",4,34400,27-06-2022,23-06-2022
124751,1231,Coimbatore,Ayodhya,Hotel Panchsheel,3,Deluxe,3672,4,3,4,14688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,58752,11-01-2022,07-01-2022
124757,1231,Hyderabad,Dehradun,Hotel Shiva & IS,3,Suite,7209,1,0,1,7209,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",7,50463,18-08-2022,11-08-2022
124758,1231,Ludhiana,Mumbai,Trident Nariman Point,5,Executive,11813,3,0,2,23626,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",5,118130,23-08-2022,18-08-2022
124762,1231,Puducherry,Navi Mumbai,Royal Tulip Navi Mumbai,5,Executive,10588,2,0,1,10588,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,21176,18-09-2022,16-09-2022
124763,1231,Dehradun,Kolkata,Howard Johnson by Wyndham Kolkata,4,Suite,9628,2,2,2,19256,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,19256,23-09-2022,22-09-2022
124768,1231,Dhubri,Ayodhya,Hotel Hanuman,3,Deluxe,5028,3,1,2,10056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,10056,28-10-2022,27-10-2022
124769,1231,Pune,Diu,Hotel Apaar,3,Suite,5394,2,0,1,5394,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,26970,08-11-2022,03-11-2022
124779,1231,Guwahati,Shimla,Radisson Hotel Shimla,5,Executive,10988,1,0,1,10988,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",1,10988,13-01-2023,12-01-2023
124781,1231,Jaipur,Raipur,MAYFAIR Lake Resort,5,Suite,16238,4,1,3,48714,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",7,340998,02-02-2023,26-01-2023
124783,1231,Shimla,Dhubri,Hotel Prashanti Lodge,2,Executive,3530,2,2,2,7060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,42360,15-03-2023,09-03-2023
124789,1232,Chandigarh,Shimla,Hotel Marina,4,Deluxe,6856,4,1,3,20568,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,123408,09-10-2019,03-10-2019
124792,1232,Jamshedpur,Gangtok,Hotel Tashi Delek,2,Executive,3033,4,3,4,12132,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",7,84924,31-10-2019,24-10-2019
124801,1232,Indore,Amritsar,Hyatt Regency Amritsar,5,Deluxe,10529,1,0,1,10529,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",6,63174,01-01-2020,26-12-2019
124807,1232,Visakhapatnam,Varanasi,Taj Nadesar Palace,5,Suite,12111,1,2,1,12111,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",4,48444,10-02-2020,06-02-2020
124808,1232,Imphal,Raigarh,Hotel City Inn,1,Suite,2121,3,1,2,4242,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",7,29694,20-02-2020,13-02-2020
124822,1232,Vijayawada,Indore,Hotel President,3,Deluxe,4840,4,1,3,14520,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",7,101640,28-05-2020,21-05-2020
124826,1232,Itanagar,Guwahati,Greenwood Resort,4,Deluxe,6327,1,1,1,6327,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,6327,19-06-2020,18-06-2020
124829,1232,Dabolim,Vijayawada,Innotel Hotel,3,Suite,4977,4,1,3,14931,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,29862,11-07-2020,09-07-2020
124835,1232,Ranchi,Mumbai,ITC Grand Central,5,Executive,11879,1,1,1,11879,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",7,83153,27-08-2020,20-08-2020
124837,1232,Coimbatore,Varanasi,Radisson Hotel Varanasi,5,Executive,11843,2,0,1,11843,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",7,82901,10-09-2020,03-09-2020
124856,1232,Shillong,Visakhapatnam,"Welcomhotel by ITC Hotels, Devee Grand Bay, Visakhapatnam",5,Deluxe,9234,2,3,2,18468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",2,36936,16-01-2021,14-01-2021
124860,1232,Vijayawada,Thiruvananthapuram,Vivanta Thiruvananthapuram,5,Deluxe,9212,3,0,2,18424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",1,18424,12-02-2021,11-02-2021
124864,1232,Coimbatore,Patna,Hotel Savera,3,Deluxe,4811,1,0,1,4811,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",1,4811,12-03-2021,11-03-2021
124867,1232,Puri,Shimla,The Oberoi Cecil,5,Suite,14424,3,2,3,43272,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,43272,02-04-2021,01-04-2021
124868,1232,Vijayawada,Patna,Hotel Gargee Grand,4,Executive,7138,4,1,3,21414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",3,64242,11-04-2021,08-04-2021
124869,1232,Diu,Pune,Conrad Pune,5,Suite,15216,3,0,2,30432,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,121728,19-04-2021,15-04-2021
124873,1233,Guwahati,Dehradun,The Hotel JS Souvenir,3,Suite,7320,4,2,3,21960,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,153720,24-10-2019,17-10-2019
124875,1233,Patna,Bilaspur,Hotel Intercity International,3,Executive,5236,4,3,4,20944,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",4,83776,04-11-2019,31-10-2019
124882,1233,Kolkata,Delhi NCR,Pullman New Delhi Aerocity,5,Executive,13198,1,0,1,13198,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",6,79188,25-12-2019,19-12-2019
124883,1233,Nashik,Imphal,Sangai Continental (The Boutique Hotel),3,Suite,4700,2,1,2,9400,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,37600,31-12-2019,27-12-2019
124884,1233,Guwahati,Bengaluru,Airport Gateway Hotel,3,Suite,4748,4,0,2,9496,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,66472,09-02-2020,02-02-2020
124885,1233,Mopa,Mysuru,Hotel MB International,3,Suite,5458,2,3,2,10916,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,76412,16-01-2020,09-01-2020
124887,1233,Varanasi,Guwahati,Radisson Blu Hotel Guwahati,5,Executive,13855,3,1,2,27710,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",3,83130,26-01-2020,23-01-2020
124889,1233,Pune,Gwalior,"Hotel Grace, Gwalior",3,Suite,6165,2,1,2,12330,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",1,12330,07-02-2020,06-02-2020
124890,1233,Patna,Varanasi,Radisson Hotel Varanasi,5,Deluxe,10021,2,0,1,10021,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,20042,15-02-2020,13-02-2020
124898,1233,Prayagraj,Ranchi,Hotel Shivani International,3,Suite,5242,3,1,2,10484,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,73388,16-04-2020,09-04-2020
124899,1233,Kolkata,Hisar,Hotel Midtown Grand,2,Executive,2960,3,1,2,5920,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,11840,18-04-2020,16-04-2020
124900,1233,Visakhapatnam,Shimla,Radisson Hotel Shimla,5,Executive,10988,4,3,4,43952,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,307664,30-04-2020,23-04-2020
124905,1233,Gangtok,Dehradun,Hotel Padmini Palace,3,Executive,4859,1,0,1,4859,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",6,29154,03-06-2020,28-05-2020
124908,1233,Diu,Surat,Ginger Surat,3,Deluxe,5450,4,3,4,21800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",4,87200,22-06-2020,18-06-2020
124923,1233,Puri,Ayodhya,Hotel Saryu Palace,3,Suite,4587,2,1,2,9174,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",5,45870,06-10-2020,01-10-2020
124928,1233,Delhi NCR,Chennai,Courtyard by Marriott Chennai,4,Deluxe,6789,3,0,2,13578,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",3,40734,08-11-2020,05-11-2020
124929,1233,Puri,Amritsar,Hyatt Regency Amritsar,5,Deluxe,10529,2,3,2,21058,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",6,126348,18-11-2020,12-11-2020
124931,1233,Delhi NCR,Bhopal,Hotel Lake View Ashok,4,Executive,8668,2,3,2,17336,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,17336,27-11-2020,26-11-2020
124932,1233,Gangtok,Ahmedabad,Fortune Landmark,4,Executive,6690,3,2,3,20070,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,60210,06-12-2020,03-12-2020
124934,1233,Hyderabad,Coimbatore,Vivanta Coimbatore,4,Deluxe,7698,2,0,1,7698,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",5,38490,23-12-2020,18-12-2020
124936,1233,Raipur,Gangtok,Hotel Tashi Delek,2,Deluxe,2566,4,1,3,7698,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,46188,06-01-2021,31-12-2020
124937,1233,Vadodara,Prayagraj,Hotel Harsh Ananda,4,Executive,7647,1,1,1,7647,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,53529,14-01-2021,07-01-2021
124940,1233,Prayagraj,Jamshedpur,Hotel Siddhartha,3,Suite,6814,2,2,2,13628,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",7,95396,04-02-2021,28-01-2021
124943,1233,Khowai,Hyderabad,Courtyard by Marriott Hyderabad,4,Suite,8673,4,1,3,26019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",2,52038,20-02-2021,18-02-2021
124947,1233,Puducherry,Khowai,Hotel Palace Inn,3,Suite,6699,3,1,2,13398,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",1,13398,19-03-2021,18-03-2021
124949,1233,Dabolim,Jaipur,Radisson Blu Jaipur,5,Suite,16020,2,2,2,32040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",6,192240,07-04-2021,01-04-2021
124950,1233,Amritsar,Visakhapatnam,Treebo Sriz Cozy Seethamadhara,3,Executive,6010,1,0,1,6010,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,6010,09-04-2021,08-04-2021
124951,1233,Khowai,Kota,Hotel Flowers Inn,3,Executive,4277,1,0,1,4277,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",1,4277,16-04-2021,15-04-2021
124952,1233,Mopa,Mysuru,Hotel Adeline,3,Deluxe,4971,3,2,3,14913,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",1,14913,23-04-2021,22-04-2021
124953,1233,Khowai,Bhopal,Hotel Arch Manor Deluxe,3,Deluxe,3400,3,1,2,6800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,20400,02-05-2021,29-04-2021
124955,1233,Vadodara,Shimla,Hotel Baljees Regency,3,Suite,5916,1,2,1,5916,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",6,35496,19-05-2021,13-05-2021
124958,1233,Shimla,Prayagraj,Hotel Kanha Shyam,4,Suite,10408,1,2,1,10408,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,52040,08-06-2021,03-06-2021
124960,1233,Ahmedabad,Bengaluru,Shivas Galaxy Hotel,3,Suite,6297,4,1,3,18891,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,56673,20-06-2021,17-06-2021
124962,1233,Bhubaneswar,Tirupati,Pai Viceroy Hotel,3,Deluxe,4577,2,2,2,9154,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,54924,07-07-2021,01-07-2021
124964,1233,Tirupati,Ahmedabad,Radisson Blu Hotel Ahmedabad,5,Suite,14378,2,3,2,28756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",7,201292,22-07-2021,15-07-2021
124967,1233,Itanagar,Guwahati,Hotel Daaysco Oley Allo,3,Deluxe,3595,2,2,2,7190,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,14380,07-08-2021,05-08-2021
124973,1233,Kullu-Manali,Prayagraj,Hotel Yatrik,3,Executive,6478,1,0,1,6478,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",6,38868,22-09-2021,16-09-2021
124980,1233,Mopa,Coimbatore,IKON by Annapoorna,4,Deluxe,7319,4,3,4,29276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,117104,08-11-2021,04-11-2021
124988,1233,Dehradun,Bhopal,Noor-Us-Sabah Palace,4,Deluxe,7185,2,2,2,14370,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,86220,05-01-2022,30-12-2021
124990,1233,Navi Mumbai,Ahmedabad,Taj Skyline Ahmedabad,5,Suite,14364,4,2,3,43092,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,129276,16-01-2022,13-01-2022
124991,1233,Patna,Guwahati,Hotel Daaysco Oley Allo,3,Suite,4902,2,1,2,9804,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,19608,22-01-2022,20-01-2022
124993,1233,Shimla,Kullu-Manali,Hotel Snow Park,2,Executive,3776,2,2,2,7552,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,52864,10-02-2022,03-02-2022
124994,1233,Prayagraj,Bengaluru,Airport Gateway Hotel,3,Executive,4114,3,2,3,12342,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,74052,16-02-2022,10-02-2022
